multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied,outer_fold
1.5,2.0,1.0,0.5651609665606322,0.6712729637457324,0.5762355690872135,0.35099983742480895,0.28440366972477066,0.7735170760934691,0.6707859614434009,9
1.2,2.0,1.0,0.5581225983864302,0.6728987156559909,0.5669147940759421,0.3475857584132661,0.2408256880733945,0.7878969442780108,0.6720217498764212,9
1.0,2.0,1.0,0.5448877979311839,0.67176068931881,0.5546462435165018,0.3469354576491627,0.19954128440366972,0.7908927501497903,0.6735046959960455,9
2.0,1.2,1.0,0.6001555260192587,0.7161437164688669,0.6176546398023971,0.3284018858722159,0.48623853211009177,0.5622754491017964,0.8044499381953029,10
1.2,1.2,1.0,0.5974671828165753,0.7262233783124695,0.5862029798943069,0.30564135912859697,0.33256880733944955,0.6089820359281437,0.8170580964153276,10
1.0,1.2,1.0,0.5970806168106229,0.7298000325150382,0.5799357183162621,0.3004389530157698,0.29357798165137616,0.6269461077844312,0.819283065512979,10
1.2,1.0,1.0,0.5961215392449678,0.7327263859535035,0.5825876195805846,0.30417818240936434,0.3577981651376147,0.5353293413173653,0.8546353522867738,10
1.5,1.2,1.0,0.5958981179542059,0.7223215737278491,0.5931047432131348,0.3136075434888636,0.3738532110091743,0.5916167664670658,0.8138442521631644,10
1.5,1.0,1.0,0.5958699451855924,0.7286620061778573,0.5933825004870562,0.3126320923427085,0.41284403669724773,0.5173652694610779,0.849938195302843,10
2.0,1.5,1.0,0.595095229939644,0.7000487725573078,0.610662631598259,0.335880344659405,0.43577981651376146,0.6449101796407186,0.7512978986402966,10
1.0,1.0,1.0,0.5925374915871325,0.7345147130547879,0.5723127790981356,0.30060152820679564,0.3119266055045872,0.5479041916167665,0.8571075401730531,10
1.2,1.5,1.0,0.5918163206247355,0.7102910095919363,0.585101919407689,0.31539587059014795,0.30045871559633025,0.6934131736526946,0.761433868974042,10
2.0,1.0,1.0,0.5907263307418896,0.7192326450983579,0.6100069522220458,0.33019021297350026,0.5068807339449541,0.48383233532934133,0.8393077873918418,10
1.5,1.5,1.0,0.590286628888466,0.7057389042432125,0.5904059652663691,0.3235246301414404,0.3394495412844037,0.6730538922155689,0.7587144622991348,10
2.5,1.2,1.0,0.5875627537407566,0.7031377011867989,0.6238540338042233,0.353113314908145,0.5481651376146789,0.5335329341317365,0.7898640296662547,10
2.5,1.5,1.0,0.5865790084659103,0.6898065355226792,0.6208952639396365,0.35977889774020483,0.5045871559633027,0.6191616766467066,0.7389369592088999,10
2.5,1.0,1.0,0.5821853193318908,0.7078523817265485,0.6198220302231295,0.35360104048122254,0.5711009174311926,0.4658682634730539,0.8224969097651421,10
2.0,2.0,1.0,0.5753026689314448,0.6667208583970086,0.5938147994957116,0.36075434888635993,0.3669724770642202,0.7497005988023953,0.6647713226205192,10
2.5,2.0,1.0,0.5719865372205167,0.6600552755649488,0.6043999831049732,0.37603641684278977,0.4288990825688073,0.7269461077844311,0.657354758961681,10
1.5,2.0,1.0,0.5701954894807678,0.67176068931881,0.578781613013752,0.35034953666070556,0.29128440366972475,0.7748502994011977,0.6702101359703337,10
1.0,1.5,1.0,0.5687108852122603,0.7080149569175743,0.5625140789060677,0.3162087465452772,0.22247706422018348,0.7023952095808383,0.7626699629171817,10
1.2,2.0,1.0,0.5458765261156521,0.6696472118354739,0.554794744777464,0.3487237847504471,0.20871559633027523,0.7832335329341318,0.6724351050679852,10
1.0,2.0,1.0,0.5327231264687255,0.6688343358803447,0.543724234320169,0.3483986343683954,0.16972477064220184,0.7880239520958083,0.6734239802224969,10
