fold,repeat,domain,features,baseline_macro_f1,permuted_macro_f1,macro_f1_drop
2,1,Vote weekday,Vote weekday,0.5862843521297402,0.5665066174851653,0.019777734644574885
2,2,Vote weekday,Vote weekday,0.5862843521297402,0.558845929522671,0.02743842260706919
2,3,Vote weekday,Vote weekday,0.5862843521297402,0.5489874711624428,0.03729688096729733
2,4,Vote weekday,Vote weekday,0.5862843521297402,0.5616213807853123,0.024662971344427853
2,5,Vote weekday,Vote weekday,0.5862843521297402,0.5574598626810133,0.028824489448726842
2,1,Moment,Moment,0.5862843521297402,0.5853415240321383,0.0009428280976018222
2,2,Moment,Moment,0.5862843521297402,0.5888656554700378,-0.0025813033402976027
2,3,Moment,Moment,0.5862843521297402,0.5819346173833008,0.004349734746439404
2,4,Moment,Moment,0.5862843521297402,0.5775050461539061,0.008779305975834095
2,5,Moment,Moment,0.5862843521297402,0.585085492696168,0.0011988594335721192
2,1,AC on/off,AC on/off,0.5862843521297402,0.5729564282888404,0.013327923840899758
2,2,AC on/off,AC on/off,0.5862843521297402,0.5693475272332248,0.01693682489651538
2,3,AC on/off,AC on/off,0.5862843521297402,0.5657164786387757,0.02056787349096445
2,4,AC on/off,AC on/off,0.5862843521297402,0.5791676613352431,0.00711669079449706
2,5,AC on/off,AC on/off,0.5862843521297402,0.5697131193033954,0.01657123282634476
3,1,Student,Student,0.6030811447385972,0.5943402600381016,0.00874088470049561
3,2,Student,Student,0.6030811447385972,0.5982321140487031,0.004849030689894063
3,3,Student,Student,0.6030811447385972,0.5919638638492232,0.011117280889374026
3,4,Student,Student,0.6030811447385972,0.5946883598375893,0.008392784901007921
3,5,Student,Student,0.6030811447385972,0.5876056573292576,0.015475487409339572
3,1,Temperature,Temperature,0.6030811447385972,0.5714655784322128,0.0316155663063844
3,2,Temperature,Temperature,0.6030811447385972,0.5814767343231407,0.021604410415456465
3,3,Temperature,Temperature,0.6030811447385972,0.5759526906957951,0.027128454042802064
3,4,Temperature,Temperature,0.6030811447385972,0.5691046639561333,0.03397648078246385
3,5,Temperature,Temperature,0.6030811447385972,0.575735476325811,0.027345668412786184
3,1,RH,RH,0.6030811447385972,0.5865596973396504,0.016521447398946787
3,2,RH,RH,0.6030811447385972,0.5924723346233045,0.010608810115292688
3,3,RH,RH,0.6030811447385972,0.5952900539030533,0.007791090835543857
3,4,RH,RH,0.6030811447385972,0.5925729192441691,0.010508225494428092
3,5,RH,RH,0.6030811447385972,0.5911138667834316,0.011967277955165612
3,1,CLO,CLO,0.6030811447385972,0.5824266805499194,0.02065446418867778
3,2,CLO,CLO,0.6030811447385972,0.5784765094972238,0.02460463524137335
